Name;precision;recall;F1;eval/accuracy;eval/loss;adafactor;train_batch_size;num_train_epochs;_name_or_path;State;Tags;Runtime;eval/runtime;learning_rate;train/epoch;eval/samples_per_second;train/global_step;model_type;N-Heads;N-Layers;vocab_size;architectures;adam_beta1;adam_beta2;adam_epsilon;add_cross_attention;attention_dropout;attention_probs_dropout_prob;attn_type;bi_data;bos_token_id;clamp_len;d_head;d_inner;d_model;dataloader_drop_last;dataloader_num_workers;dataloader_pin_memory;ddp_find_unused_parameters;debug;deepspeed;dim;disable_tqdm;diversity_penalty;do_eval;do_predict;do_sample;do_train;dropout;early_stopping;embedding_size;encoder_no_repeat_ngram_size;end_n_top;eos_token_id;eval_batch_size;eval_steps;evaluation_strategy;ff_activation;fp16;fp16_backend;fp16_full_eval;fp16_opt_level;gradient_accumulation_steps;gradient_checkpointing;greater_is_better;group_by_length;hidden_act;hidden_dim;hidden_dropout_prob;hidden_size;id2label.0;id2label.1;id2label.2;id2label.3;id2label.4;id2label.5;id2label.6;id2label.7;id2label.8;ignore_data_skip;initializer_range;intermediate_size;is_decoder;is_encoder_decoder;label2id.LABEL_0;label2id.LABEL_1;label2id.LABEL_2;label2id.LABEL_3;label2id.LABEL_4;label2id.LABEL_5;label2id.LABEL_6;label2id.LABEL_7;label2id.LABEL_8;label_names;label_smoothing_factor;layer_norm_eps;length_column_name;length_penalty;load_best_model_at_end;local_rank;logging_dir;lr_scheduler_type;max_grad_norm;max_length;max_position_embeddings;max_relative_positions;num_attention_heads;n_head;n_heads;n_layer;num_hidden_layers;n_layers;no_cuda;no_repeat_ngram_size;N-Heads;N-Layers;num_beam_groups;num_beams;output_attentions;output_dir;output_hidden_states;output_scores;overwrite_output_dir;per_device_train_batch_size;per_gpu_eval_batch_size;per_gpu_train_batch_size;pooler_dropout;pooler_hidden_act;pooler_hidden_size;pos_att_type;position_biased_input;position_embedding_type;prediction_loss_only;problem_type;push_to_hub;qa_dropout;relative_attention;remove_invalid_values;remove_unused_columns;repetition_penalty;report_to;resume_from_checkpoint;return_dict;return_dict_in_generate;run_name;same_length;save_steps;save_strategy;save_total_limit;seed;sent_type_vocab_size;seq_classif_dropout;sharded_ddp;sinusoidal_pos_embds;skip_memory_metrics;start_n_top;summary_activation;summary_last_dropout;summary_type;summary_use_proj;task_specific_params.text-generation.do_sample;task_specific_params.text-generation.max_length;task_type_vocab_size;temperature;tie_encoder_decoder;tie_weights_;tie_word_embeddings;top_k;top_p;torchscript;tpu_metrics_debug;tpu_num_cores;transformers_version;type_vocab_size;untie_r;use_bfloat16;use_cache;use_legacy_prediction_loop;warmup_steps;weight_decay;Hostname;Notes;GPU Type;GPU Count;train/learning_rate;train/loss;train/total_flos;warmup_ratio;train/train_runtime;train/train_samples_per_second;directionality;activation_function;attn_pdrop;embd_pdrop;layer_norm_epsilon;n_ctx;n_embd;n_positions;resid_pdrop;scale_attn_weights;summary_first_dropout;summary_proj_to_labels;_num_labels;n_special;predict_special_tokens
roberta-htype_5e;0.811;0.801;0.804;0.812;0.550;true;32;5;roberta-base;finished;htype;4080;28.2903;0.00002;5;112.795;3990;roberta;12;12;50265;"[""RobertaForMaskedLM""]";0.9;0.999;1.00E-08;false;;0.1;;;0;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;2;64;20;no;;true;auto;false;O1;1;false;None;false;gelu;;0.1;768;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;3072;false;false;0;1;2;3;4;5;6;7;8;None;0;0.00001;length;1;false;-1;runs/May27_07-13-58_f7078ec85e73;cosine;1;20;514;;12;;;;12;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/roberta-base;false;false;true;32;None;None;;;;;;absolute;false;;false;;;false;true;1;['wandb'];None;true;false;roberta-htype_5e;;5000;steps;1;42;;;[];;true;;;;;;;;;1;false;;true;50;1;false;false;None;04.06.2001;1;;false;true;false;0;0;f7078ec85e73;-;Tesla P100-PCIE-16GB;1;6.47E-10;0.3779;2.44407E+16;0.1;3687.1256;1.082;;;;;;;;;;;;;;;
gpt2-hdeg_20e;0.250;0.237;0.203;0.539;3.003;true;16;20;gpt2;finished;hdeg_0to5;13420;18.5302;0.00004;20;107.932;25000;gpt2;12;12;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;false;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;;length;1;false;-1;runs/May27_06-08-54_3c89244b6238;cosine;1;20;;;;12;;12;;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/gpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;gpt2-hdeg_20e;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;3c89244b6238;-;Tesla P100-PCIE-16GB;1;0;0.1846;0;0.1;12752.5719;1.96;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;;;
distilgpt2-hdeg_20e;0.345;0.147;0.170;0.529;2.579;true;16;20;distilgpt2;finished;hdeg_0to5;31892;8.4097;0.00003;20;356.731;37500;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;;length;1;false;-1;runs/May26_21-27-28_517e9e523873;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_20e;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;f7078ec85e73;-;Tesla P100-PCIE-16GB;1;2.60E-11;0.2324;5.03299E+15;0.1;4226.569;8.872;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-hdeg_10eL2;0.436;0.328;0.308;0.531;1.291;true;16;10;distilgpt2;finished;hdeg_0to5;7180;5.6397;0.00003;10;354.628;12500;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;;length;1;false;-1;runs/May26_20-41-34_517e9e523873;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_10eL2;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;517e9e523873;-;Tesla V100-SXM2-16GB;1;4.74E-11;0.7016;5.03299E+15;0.1;1396.7266;8.949;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-hdeg_10eL2;0.510;0.329;0.319;0.530;1.106;true;16;10;distilgpt2;finished;hdeg_0to5;1716;5.6658;0.00002;10;352.997;12500;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;;length;1;false;-1;runs/May26_20-11-21_517e9e523873;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_10eL2;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;517e9e523873;-;Tesla V100-SXM2-16GB;1;3.16E-11;0.8255;5.03299E+15;0.1;1400.9211;8.923;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilbert-htype_3e_FP16;0.814;0.785;0.797;0.805;0.552;true;32;3;distilbert-base-uncased;finished;htype;611;6.344;0.00002;3;315.26;1875;distilbert;12;6;30522;"[""DistilBertForMaskedLM""]";0.9;0.999;1.00E-08;false;0.1;;;;;;;;;false;0;true;None;[];None;768;false;0;true;true;false;true;0.1;false;;0;;;64;20;no;;true;auto;false;O1;1;;None;false;;3072;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May26_16-46-49_517e9e523873;cosine;1;20;512;;;;12;;;6;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilbert-base-uncased;false;false;true;32;None;None;;;;;;;false;;false;0.1;;false;true;1;['wandb'];None;true;false;distilbert-htype_3e_FP16;;5000;steps;1;42;;0.2;[];false;true;;;;;;;;;1;false;true;true;50;1;false;false;None;04.06.2001;;;false;;false;0;0;517e9e523873;-;Tesla V100-SXM2-16GB;1;3.90E-09;0.5046;6.17107E+15;0.1;261.3591;7.174;;;;;;;;;;;;;;;
distilbert-htype_3eNoFP16;0.817;0.787;0.799;0.806;0.553;true;32;3;distilbert-base-uncased;finished;htype;834;6.2738;0.00002;3;318.785;1875;distilbert;12;6;30522;"[""DistilBertForMaskedLM""]";0.9;0.999;1.00E-08;false;0.1;;;;;;;;;false;0;true;None;[];None;768;false;0;true;true;false;true;0.1;false;;0;;;64;20;no;;false;auto;false;O1;1;;None;false;;3072;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May26_16-31-48_517e9e523873;cosine;1;20;512;;;;12;;;6;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilbert-base-uncased;false;false;true;32;None;None;;;;;;;false;;false;0.1;;false;true;1;['wandb'];None;true;false;distilbert-htype_3eNoFP16;;5000;steps;1;42;;0.2;[];false;true;;;;;;;;;1;false;true;true;50;1;false;false;None;04.06.2001;;;false;;false;0;0;517e9e523873;-;Tesla V100-SXM2-16GB;1;3.90E-09;0.5042;6.17107E+15;0.1;495.4659;3.784;;;;;;;;;;;;;;;
bert-base-htype_10eAdam;0.797;0.787;0.791;0.803;1.137;false;32;10;bert-base-uncased;finished;htype;7860;28.5128;0.000025;10;111.915;7980;bert;12;12;30522;"[""BertForMaskedLM""]";0.9;0.999;1.00E-08;false;;0.1;;;;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;;64;20;no;;true;auto;false;O1;1;false;None;false;gelu;;0.1;768;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;3072;false;false;0;1;2;3;4;5;6;7;8;None;0;1.00E-12;length;1;false;-1;runs/May26_09-42-27_b469aaab1f08;linear;1;20;512;;12;;;;12;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/bert-base-uncased;false;false;true;32;None;None;;;;;;absolute;false;;false;;;false;true;1;['wandb'];None;true;false;bert-base-htype_10eAdam;;5000;steps;1;42;;;[];;true;;;;;;;;;1;false;;true;50;1;false;false;None;04.06.2001;2;;false;true;false;0;0;b469aaab1f08;-;Tesla P100-PCIE-16GB;1;1.39E-08;0.0181;1.60332E+16;0.1;6890.9158;1.158;;;;;;;;;;;;;;;
bert-base-htype_5eAda;0.797;0.787;0.791;0.815;0.577;true;32;5;bert-base-uncased;finished;htype;4452;28.4581;0.00002;5;112.13;3990;bert;12;12;30522;"[""BertForMaskedLM""]";0.9;0.999;1.00E-08;false;;0.1;;;;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;;64;20;no;;true;auto;false;O1;1;false;None;false;gelu;;0.1;768;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;3072;false;false;0;1;2;3;4;5;6;7;8;None;0;1.00E-12;length;1;false;-1;runs/May26_08-25-09_b469aaab1f08;cosine;1;20;512;;12;;;;12;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/bert-base-uncased;false;false;true;32;None;None;;;;;;absolute;false;;false;;;false;true;1;['wandb'];None;true;false;bert-base-htype_5eAda;;5000;steps;1;42;;;[];;true;;;;;;;;;1;false;;true;50;1;false;false;None;04.06.2001;2;;false;true;false;0;0;b469aaab1f08;-;Tesla P100-PCIE-16GB;1;5.51E-10;0.344;2.14676E+16;0.1;3683.3256;1.083;;;;;;;;;;;;;;;
xlnet-hdeg_3eAdam;0.597;0.544;0.554;0.542;0.989;false;32;3;xlnet-base-cased;finished;hdeg_0to5;34916;51.8087;0.00002;3;57.905;2814;xlnet;12;12;32000;"[""XLNetLMHeadModel""]";0.9;0.999;1.00E-08;false;;;bi;false;1;-1;64;3072;768;false;0;true;None;[];None;;false;0;true;true;false;true;0.1;false;;0;5;2;64;20;no;gelu;true;auto;false;O1;1;;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;1.00E-12;length;1;false;-1;runs/May25_20-53-32_f7d59b7535af;linear;1;20;;;;12;;12;;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/xlnet-base-cased;false;false;true;32;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;xlnet-hdeg_3eAdam;false;5000;steps;1;42;;;[];;true;5;tanh;0.1;last;true;true;250;;1;false;;true;50;1;false;false;None;04.06.2001;;true;false;;false;0;0;b469aaab1f08;-;Tesla P100-PCIE-16GB;1;1.26E-07;0.9401;1.62174E+16;0.1;3779.514;0.745;;;;;;;;;;;;;;;
ernie-htype_1eAdam;0.813;0.788;0.796;0.808;0.550;false;16;1;nghuyong/ernie-2.0-en;finished;htype;214155;28.2534;0.00002;1;112.942;1596;bert;12;12;30522;;0.9;0.999;1.00E-08;false;;0.1;;;;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;;64;20;no;;true;auto;false;O1;1;false;None;false;gelu;;0.1;768;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;3072;false;false;0;1;2;3;4;5;6;7;8;None;0;0.00001;length;1;false;-1;runs/May25_10-38-32_f7d59b7535af;linear;1;20;512;;12;;;;12;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/nghuyong/ernie-2.0-en;false;false;true;16;None;None;;;;;;absolute;false;;false;;;false;true;1;['wandb'];None;true;false;ernie-htype_1eAdam;;5000;steps;1;42;4;;[];;true;;;;;;;;16;1;false;;true;50;1;false;false;None;04.06.2001;4;;false;true;false;0;0;f7078ec85e73;-;Tesla P100-PCIE-16GB;1;2.37E-07;0.6275;4.29358E+15;0.1;759.6515;2.101;;;;;;;;;;;;;;;
ernie-L--hdeg_0to5_5eAdamWa;0.603;0.583;0.571;0.543;1.553;false;8;5;nghuyong/ernie-2.0-large-en;finished;hdeg_0to5;30205;43.2745;0.00002;5;69.325;18750;bert;16;24;30522;;0.9;0.999;1.00E-08;false;;0.1;;;;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;;64;20;no;;false;auto;false;O1;1;false;None;false;gelu;;0.1;1024;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;4096;false;false;0;1;2;3;4;5;;;;None;0;0.00001;length;1;false;-1;runs/May25_09-47-28_862e0a014403;linear;1;20;512;;16;;;;24;;false;0;16;24;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/nghuyong/ernie-2.0-large-en;false;false;true;8;None;None;;;;;;absolute;false;;false;;;false;true;1;['wandb'];None;true;false;ernie-L--hdeg_0to5_5eAdamWa;;5000;steps;1;42;4;;[];;true;;;;;;;;16;1;false;;true;50;1;false;false;None;04.06.2001;4;;false;true;false;0;0;862e0a014403;-;Tesla V100-SXM2-16GB;1;1.19E-08;0.6101;1.54437E+16;0.1;9356.2105;2.004;;;;;;;;;;;;;;;
distilgpt2-hdeg_0to1_5eAdam;0.933;0.933;0.933;0.996;0.018;false;32;5;distilgpt2;finished;hdeg_0to1;2853;10.3952;0.00002;5;288.594;4690;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;false;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;;;;;;;;false;0.02;;false;false;0;1;;;;;;;;None;0;;length;1;false;-1;runs/May25_07-11-24_862e0a014403;linear;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;32;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_0to1_5eAdam;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;862e0a014403;-;Tesla V100-SXM2-16GB;1;4.74E-08;0.0008;1.8873E+16;0.1;1287.0081;3.644;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-hdeg_0to1_5e;0.946;0.945;0.945;0.995;0.030;true;32;5;distilgpt2;finished;hdeg_0to1;1698;9.6142;0.00002;5;208.025;3125;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;false;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;;;;;;;;false;0.02;;false;false;0;1;;;;;;;;None;0;;length;1;false;-1;runs/May22_22-28-39_c71cd6cf2f7c;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;32;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_0to1_5e;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;c71cd6cf2f7c;-;Tesla P100-PCIE-16GB;1;1.56E-10;0.0135;1.2582E+16;0.1;1496.0959;2.089;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
gpt2-htype_20eAdamFull;0.728;0.562;0.618;0.790;1.460;false;12;20;gpt2;finished;htype;12302;40.0444;0.00002;20;79.687;42560;gpt2;12;12;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May21_10-11-23_b04e75a858a2;linear;1;20;;;;12;;12;;;false;0;12;12;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/gpt2;false;false;true;12;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;gpt2-htype_20eAdamFull;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;b04e75a858a2;-;Tesla V100-SXM2-16GB;1;1.15E-08;0.1862;1.17397E+16;0.1;11088.7224;3.838;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;;;
distilgpt2-htype50eFull;0.877;0.536;0.664;0.788;2.668;true;16;50;distilgpt2;finished;htype;299826;33.982;0.00002;50;93.903;79800;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May21_10-09-16_7d1408c12223;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-htype50eFull;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;a86d26dfcb26;-;Tesla P100-PCIE-16GB;1;1.38E-11;0.0055;1.93212E+16;0.1;44179.5406;1.806;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-htype_20eAdamFull;0.936;0.524;0.669;0.801;1.020;false;16;20;distilgpt2;finished;htype;9560;19.2463;0.00002;20;165.798;31920;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May21_07-28-01_b04e75a858a2;linear;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-htype_20eAdamFull;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;b04e75a858a2;-;Tesla V100-SXM2-16GB;1;1.18E-08;0.2383;7.72787E+15;0.1;5525.7347;5.777;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-htype_20eAdam;0.928;0.513;0.657;0.804;1.031;false;16;20;distilgpt2;finished;htype;42684;12.4449;0.00002;20;160.709;25000;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May20_22-07-57_475a85d9057d;linear;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-htype_20eAdam;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2000;;;false;true;false;0;0;b04e75a858a2;-;Tesla V100-SXM2-16GB;1;1.33E-08;0.2544;0;0.1;4384.3477;5.702;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-htype10e;0.996;0.537;0.697;0.806;0.631;true;16;10;distilgpt2;finished;htype;4126;12.1879;0.00002;10;164.098;12500;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;false;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;LABEL_6;LABEL_7;LABEL_8;false;0.02;;false;false;0;1;2;3;4;5;6;7;8;None;0;;length;1;false;-1;runs/May20_21-55-47_80e71143b324;cosine;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-htype10e;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2001;;;false;true;false;0;0;80e71143b324;-;Tesla V100-SXM2-16GB;1;0;0.3931;1.00663E+16;0.1;4010.5317;3.117;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
distilgpt2-hdeg_5eAdam;0.563;0.197;0.218;0.528;0.990;false;16;5;distilgpt2;finished;hdeg_0to5;1459;12.4751;0.00002;5;160.32;6250;gpt2;12;6;50257;"[""GPT2LMHeadModel""]";0.9;0.999;1.00E-08;false;;;;;50256;;;;;false;0;true;None;[];None;;false;0;true;true;false;true;;false;;0;;50256;64;20;no;;true;auto;false;O1;1;false;None;false;;;;;LABEL_0;LABEL_1;LABEL_2;LABEL_3;LABEL_4;LABEL_5;;;;false;0.02;;false;false;0;1;2;3;4;5;;;;None;0;;length;1;false;-1;runs/May20_21-44-10_475a85d9057d;linear;1;20;;;;12;;6;;;false;0;12;6;1;1;false;/content/gdrive/MyDrive/ColabNotebooks/SavedModels/distilgpt2;false;false;true;16;None;None;;;;;;;false;;false;;;false;true;1;['wandb'];None;true;false;distilgpt2-hdeg_5eAdam;;5000;steps;1;42;;;[];;true;;;;cls_index;true;true;50;;1;false;;true;50;1;false;false;None;04.06.2000;;;false;true;false;0;0;475a85d9057d;-;Tesla V100-SXM2-16GB;1;6.04E-08;0.9332;5.03299E+15;0.1;1097.5299;5.695;;gelu_new;0.1;0.1;0.00001;1024;768;1024;0.1;true;0.1;true;1;;
